Location,lat,lon,Notes
"Ithaca, NY, USA",42.4374175,-76.5483724,NA
"Ithaca, NY, USA",42.4374175,-76.5483724,NA
"Clarksville, TN, USA",36.5277607,-87.3588703,Published
"Blue Point, NY, USA",40.7529055,-73.033017,NA
"York, PA, USA",39.962493,-76.7276989,NA
"York, PA, USA",39.962493,-76.7276989,NA
"Lake Charles, LA, USA",30.2305095,-93.2169807,NA
"Middletown, DE, USA",39.4497639,-75.7166345,Published
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Columbia, MO, USA",38.951883,-92.3337366,Published
"Columbia, MO, USA",38.951883,-92.3337366,NA
"Columbia, MO, USA",38.951883,-92.3337366,Published
"Ketchum, ID, USA",43.680741,-114.363662,Published
"Staten Island, NY, USA",40.5834557,-74.1496048,Published
"Staten Island, NY, USA",40.5834557,-74.1496048,NA
"Staten Island, NY, USA",40.5834557,-74.1496048,NA
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Ithaca, NY, USA",42.4374175,-76.5483724,NA
"Ithaca, NY, USA",42.4374175,-76.5483724,NA
"Ithaca, NY, USA",42.4374175,-76.5483724,NA
"Corvallis, OR, USA",44.5645659,-123.2620435,NA
"Mentor, OH, USA",41.6664781,-81.3399769,Published
"Lexington, NE, USA",40.7788486,-99.7414869,Published
"Evanston, WY, USA",41.2682462,-110.963758,NA
"Putnam Valley, NY, USA",41.3359272,-73.8740252,Published
"Los Altos, CA, USA",37.3790629,-122.116578,NA
"Reston, VA, USA",38.953282,-77.3464516,NA
"Worcester, MA, USA",42.2625621,-71.8018877,NA
"Los Alamos, NM, USA",35.88137,-106.298959,Published
"Madison, WI, USA",43.07469,-89.3841663,Published
"Madison, WI, USA",43.07469,-89.3841663,NA
"Wellesley, MA, USA",42.2964859,-71.2925571,Published
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Medina, OH, USA",41.1000764,-81.9382517,NA
"Katy, TX, USA",29.7857853,-95.8243956,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"Davis, CA, USA",38.5435526,-121.739005,NA
"Davis, CA, USA",38.5435526,-121.739005,NA
"Charleston, WV, USA",38.3505995,-81.6332812,NA
"Abington, PA, USA",40.1142201,-75.13023,NA
"Cambridge, MA, USA",42.3656347,-71.1040018,NA
"Cambridge, MA, USA",42.3656347,-71.1040018,NA
"Cambridge, MA, USA",42.3656347,-71.1040018,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Palm Springs, CA, USA",33.8246269,-116.540303,NA
"Topeka, KS, USA",39.049011,-95.677556,Published
"Topeka, KS, USA",39.049011,-95.677556,NA
"Topeka, KS, USA",39.049011,-95.677556,NA
"Dundee, NY, USA",42.5234044,-76.976631,NA
"Phoenix, AZ, USA",33.4484367,-112.074141,NA
"Phoenix, AZ, USA",33.4484367,-112.074141,NA
"Pine Bush, NY, USA",41.61329,-74.2939101,NA
"Broad Channel, NY, USA",40.6080187,-73.8158007,NA
"East Amherst, NY, USA",43.0183913,-78.696697,NA
"Verona, NJ, USA",40.829822,-74.2401466,NA
"Watertown, NY, USA",43.9747838,-75.9107565,NA
"Palm Bay, FL, USA",27.9946969,-80.6366144,Published
"Lincoln Area, NE, USA",41.1496381,-96.2495836,NA
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,NA
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,Published
"Akron, OH, USA",41.083064,-81.518485,NA
"St. Louis, MO, USA",38.6280278,-90.1910154,NA
"St. Louis, MO, USA",38.6280278,-90.1910154,Published
"St. Louis, MO, USA",38.6280278,-90.1910154,Published
"Nutley, NJ, USA",40.8223223,-74.1598663,NA
"Glen Rock, NJ, USA",40.9628758,-74.1329208,NA
"Beachwood, OH, USA",41.464498,-81.508732,NA
"Williamsburg, VA, USA",37.2708788,-76.7074042,Published
"Grand Haven, MI, USA",43.0630734,-86.2283864,NA
"Denver CO, USA",39.775168,-105.024387,NA
"Vancouver, WA, USA",45.6306954,-122.6744557,NA
"Vancouver, WA, USA",45.6306954,-122.6744557,NA
"Toledo, OH, USA",41.6529143,-83.5378173,NA
"Marion, OH, USA",40.5885271,-83.1895249,NA
"Kingman, AZ, USA",35.1895921,-114.0532996,Published
"Cary, NC, USA",35.7882893,-78.7812081,Published
"Cary, NC, USA",35.7882893,-78.7812081,NA
"Miller Place, NY, USA",40.9598212,-72.9962148,NA
"Miller Place, NY, USA",40.9598212,-72.9962148,NA
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,NA
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,Published
"Mt Prospect, IL, USA",42.0664167,-87.9372908,NA
"Oak Ridge, TN, USA",36.0103562,-84.2696449,Published
"Oak Ridge, TN, USA",36.0103562,-84.2696449,Published
"Mount Horeb, WI, USA",43.0086183,-89.7384557,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Farmington MN, USA",44.6410725,-93.1468217,NA
"Quakertown, PA, USA",40.4417682,-75.3415667,NA
"Trumbull, CT, USA",41.2428742,-73.2006687,NA
"Boulder, CO, USA",40.0149856,-105.270545,NA
"Boulder, CO, USA",40.0149856,-105.270545,NA
"Boulder, CO, USA",40.0149856,-105.270545,Published
"Boulder, CO, USA",40.0149856,-105.270545,NA
"Bernards Township, NJ, USA",40.676207,-74.5633548,NA
"Strasburg, Colorado, USA",39.7319504,-104.3491794,NA
"Lodi, OH, USA",41.0330142,-82.012006,NA
"Fremont, NE, USA",41.4338363,-96.4960449,NA
"Pensacola, FL, USA",30.421309,-87.2169149,NA
"Pensacola, FL, USA",30.421309,-87.2169149,NA
"Ogden, UT, USA",41.2230048,-111.9738429,NA
"Ames, IA, USA",42.0267567,-93.6170448,NA
"Rolla, MO, USA",37.9509324,-91.7708076,NA
"Burlingame, CA, USA",37.5780965,-122.3473099,Published
"Burlingame, CA, USA",37.5780965,-122.3473099,Published
"Havana, FL, USA",30.6255617,-84.4153769,Published
"Greensburg, PA, USA",40.3024514,-79.5443274,Published
"Iowa CIty, IA, USA",41.6612561,-91.5299106,NA
"Iowa CIty, IA, USA",41.6612561,-91.5299106,NA
"Rapid City, SD, USA",44.0806041,-103.228023,NA
"Norwalk, OH, USA",41.2424219,-82.6155745,NA
"Candia, NH, USA",43.077916,-71.277237,NA
"Las Vegas, NV, USA",36.1674263,-115.1484131,NA
"Las Vegas, NV, USA",36.1674263,-115.1484131,Published
"Snohomish, WA, USA",48.0074736,-121.7304882,NA
"Camp Hill, PA, USA",40.2398118,-76.9199742,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Redwood City, CA, USA",37.4863239,-122.232523,NA
"Mount Vernon, IA, USA",41.9222443,-91.4171209,Published
"Rochester, NH, USA",43.3050758,-70.9753978,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"Allentown, PA, USA",40.6022552,-75.4716115,Published
"Aurora, CO, USA",39.7405111,-104.830994,Published
"Ponca City, OK, USA",36.703647,-97.081898,NA
"San Antonio, TX, USA",29.4246002,-98.4951405,NA
"San Antonio, TX, USA",29.4246002,-98.4951405,NA
"Cohasset, MA, USA",42.2410158,-70.8035571,NA
"Iowa CIty, IA, USA",41.6612561,-91.5299106,NA
"Iowa CIty, IA, USA",41.6612561,-91.5299106,NA
"Long Island, NY, USA",40.8514971,-73.0994297,Published
"Long Island, NY, USA",40.8514971,-73.0994297,NA
"Davenport, IA, USA",41.5235808,-90.5770967,NA
"Davenport, IA, USA",41.5235808,-90.5770967,NA
"Poughkeepsie NY, USA",41.7065539,-73.9283672,NA
"Tampa, FL, USA",27.9477595,-82.458444,NA
"Tampa, FL, USA",27.9477595,-82.458444,NA
"Avon, IN, USA",39.7628227,-86.3997168,NA
"Morrisville, PA, USA",40.20824,-74.7755065,NA
"Laramie, WY, USA",41.3116442,-105.5917876,NA
"Summerville, GA, USA",34.480642,-85.3477343,Published
"Riverhead, NY, USA",40.9168692,-72.6624189,Published
"Sapulpa, OK, USA",36.0005035,-96.1049612,NA
"The Bronx, NY, USA",40.8466508,-73.8785937,Published
"The Bronx, NY, USA",40.8466508,-73.8785937,NA
"Morgantown, PA, USA",40.1552219,-75.889912,NA
"Alpharetta, GA, USA",34.0755962,-84.2945964,NA
"Salt Lake City, UT, USA",40.7596198,-111.886797,Published
"Salt Lake City, UT, USA",40.7596198,-111.886797,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Fort Collins, CO, USA",40.5871782,-105.0770113,Published
"Fort Collins, CO, USA",40.5871782,-105.0770113,NA
"Fort Collins, CO, USA",40.5871782,-105.0770113,NA
"Fort Collins, CO, USA",40.5871782,-105.0770113,NA
"Tunkhannock, PA, USA",41.5385159,-75.946844,NA
"Lenox, MA, USA",42.3568223,-73.2850851,NA
"North Aurora, IL, USA",41.8061399,-88.3272952,NA
"Salem, OR, USA",44.9391565,-123.033121,NA
"Wheeling, WV, USA",40.0639616,-80.7209149,Published
"Wheeling, WV, USA",40.0639616,-80.7209149,Published
"Santa Clara, CA, USA",37.3541132,-121.955174,NA
"Shelbyville, IN, USA",39.5214373,-85.7769238,NA
"Asheville, NC, USA",35.595363,-82.5508407,NA
"Seattle, WA, USA",47.6038321,-122.330062,NA
"Seattle, WA, USA",47.6038321,-122.330062,Published
"Seattle, WA, USA",47.6038321,-122.330062,NA
"Brattleboro, VT, USA",42.8507588,-72.5572913,Published
"Northampton, MA, USA",42.3178989,-72.6311006,Published
"Northampton, MA, USA",42.3178989,-72.6311006,Published
"Reinbeck, IA, USA",42.3242883,-92.5993534,NA
"Zion, IL, USA",42.4501169,-87.8337753,NA
"Syracuse, NY, USA",43.0481221,-76.1474244,NA
"Anaheim, CA, USA",33.8347516,-117.911732,NA
"Waukee, IA, USA",41.6118485,-93.8845129,Published
"Harvest, AL, USA",34.8558725,-86.7491214,NA
"Durango, CO, USA",37.2769484,-107.8766,Published
"San Ramon, CA, USA",37.7648021,-121.9544387,NA
"Old Town, ME, USA",44.9353108,-68.6460961,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Topeka, KS, USA",39.049011,-95.677556,Published
"Topeka, KS, USA",39.049011,-95.677556,NA
"Topeka, KS, USA",39.049011,-95.677556,NA
"New Smyrna Beach, FL, USA",29.0258132,-80.9271271,NA
"State College, USA",40.7944504,-77.8616386,NA
"Savannah, GA, USA",32.0790074,-81.0921335,Published
"Savannah, GA, USA",32.0790074,-81.0921335,NA
"Waxhaw, NC, USA",34.9248125,-80.7440174,NA
"Hermitage, PA, USA",41.2333897,-80.44868,NA
"Beckley, WV, USA",37.7781702,-81.1881557,NA
"Williamston, MI, USA",42.689151,-84.2832798,NA
"Wheeling, WV, USA",40.0639616,-80.7209149,Published
"Wheeling, WV, USA",40.0639616,-80.7209149,Published
"Chesterfield, MO, USA",38.661953,-90.5643258,NA
"Haddam, CT, USA",41.4803384,-72.5160604,NA
"Federal Way, WA, USA",47.313494,-122.33931,NA
"Waco, TX, USA",31.5491899,-97.1474628,NA
"College Station, TX, USA",30.6183939,-96.3455991,Published
"College Station, TX, USA",30.6183939,-96.3455991,NA
"South Jordan, UT, USA",40.5584882,-111.9367107,NA
"Duluth, MN, USA",46.7838287,-92.1052679,NA
"Glenview, IL, USA",42.0700662,-87.8114044,NA
"Sandwich, MA, USA",41.7579043,-70.4968152,NA
"Livingston, NJ, USA",40.7959335,-74.3148713,Published
"Livingston, NJ, USA",40.7959335,-74.3148713,Published
"Northampton MA, USA",40.6313422,-75.3766083,Published
"Northampton, MA, USA",42.3178989,-72.6311006,Published
"Northampton, MA, USA",42.3178989,-72.6311006,Published
"Castro Valley, CA, USA",37.713606,-122.0715658,NA
"Beaver Dam, WI, USA",43.4577692,-88.837329,NA
"Sharon Center, OH, USA",41.0997766,-81.7356853,NA
"Goodlettsville, TN, USA",36.3231067,-86.7133302,Published
"Manlius, NY, USA",43.0020107,-75.9768632,Published
"Manlius, NY, USA",43.0020107,-75.9768632,NA
"Elgin, IL, USA",42.03726,-88.2810994,NA
"Elgin, IL, USA",42.03726,-88.2810994,NA
"Livingston, NJ, USA",40.7959335,-74.3148713,Published
"Livingston, NJ, USA",40.7959335,-74.3148713,Published
"Bucks County, PA, USA",40.3451668,-75.1263909,NA
"Winnetka, CA, USA",34.2013207,-118.5711037,NA
"Port Orange, FL, USA",29.1386874,-80.9968286,NA
"Santa Barbara, CA , USA",34.4221319,-119.702667,NA
"Arlington, TX, USA",32.7355816,-97.1071186,NA
"East Lyme, CT, USA",41.3482141,-72.2092951,Published
"Havertown, PA, USA",39.9809452,-75.3085201,Published
"Chalfont, PA, USA",40.2869695,-75.2087721,NA
"Newtown, CT, USA",41.4134764,-73.3086445,NA
"Lebanon, NH, USA",43.643032,-72.251587,Published
"Lebanon, NH, USA",43.643032,-72.251587,NA
"Anchorage, AK, USA",61.2163129,-149.894852,Published
"Brookline, MA, USA",42.332918,-71.1187829,Published
"Albany, CA, USA",37.8871621,-122.298351,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Amherst, NH, USA",42.8642874,-71.6252484,NA
"Seattle, WA, USA",47.6038321,-122.330062,NA
"Seattle, WA, USA",47.6038321,-122.330062,Published
"Seattle, WA, USA",47.6038321,-122.330062,NA
"Sioux Falls, SD, USA",43.5476008,-96.7293629,NA
"Albuquerque, NM, USA",35.0841034,-106.650985,NA
"Albuquerque, NM, USA",35.0841034,-106.650985,NA
"Albuquerque, NM, USA",35.0841034,-106.650985,Published
"St. Louis, MO, USA",38.6280278,-90.1910154,NA
"St. Louis, MO, USA",38.6280278,-90.1910154,Published
"St. Louis, MO, USA",38.6280278,-90.1910154,Published
"Atlanta, GA, USA",33.7544657,-84.3898151,NA
"Atlanta, GA, USA",33.7544657,-84.3898151,NA
"Atlanta, GA, USA",33.7544657,-84.3898151,Published
"Rockford, MI, USA",43.119721,-85.559604,Published
"Eugene, Oregon, USA",44.0505054,-123.0950506,NA
"Amherst, MA, USA",42.3731948,-72.5198761,NA
"Tallahassee, Florida, USA",30.4380832,-84.2809332,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Ojai, CA, USA",34.4480495,-119.242889,NA
"Crescent, IA, USA",41.3650699,-95.858422,NA
"Lexington, KY, USA",38.0464066,-84.4970393,Published
"Lexington, KY, USA",38.0464066,-84.4970393,NA
"Lexington, KY, USA",38.0464066,-84.4970393,Published
"Sun Prairie, WI, USA",43.183278,-89.2128297,Published
"Canon City, CO, USA",38.4422506,-105.2348795,Published
"Tampa, FL, USA",27.9477595,-82.458444,NA
"Tampa, FL, USA",27.9477595,-82.458444,NA
"Orlando, FL, USA",28.5421109,-81.3790304,NA
"Julian, WV, USA",38.1575496,-81.8557697,NA
"Cary, NC, USA",35.7882893,-78.7812081,Published
"Cary, NC, USA",35.7882893,-78.7812081,NA
"Dayton, OH, USA",39.7589478,-84.1916069,NA
"Cape Girardeau, MO, USA",37.304731,-89.5176418,NA
"Kempner, TX, USA",31.081007,-98.0025249,Published
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"Piedmont, CA, USA",37.8243715,-122.231635,NA
"Long Grove IL, USA",42.1783584,-87.9978518,NA
"Campbell, CA, USA",37.2870626,-121.944881,NA
"Falls Church, VA, USA",38.882334,-77.1710914,NA
"College Station, TX, USA",30.6183939,-96.3455991,Published
"College Station, TX, USA",30.6183939,-96.3455991,NA
"Cupertino, CA, USA",37.3228934,-122.0322895,NA
"Dryden, NY, USA",42.4906182,-76.2976663,NA
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"Boulder, CO, USA",40.0149856,-105.270545,NA
"Boulder, CO, USA",40.0149856,-105.270545,NA
"Boulder, CO, USA",40.0149856,-105.270545,Published
"Boulder, CO, USA",40.0149856,-105.270545,NA
"Audubon, PA, USA",40.1311744,-75.4227989,NA
"Reno, NV, USA",39.5261788,-119.812658,NA
"Maplewood, NJ, USA",40.7312123,-74.2734808,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"Lithia, FL, USA",27.8580398,-82.161927,NA
"Burbank, CA, USA",34.1812089,-118.307201,NA
"Greenville, NY, USA",41.3606496,-74.6165503,NA
"Calabasas, CA, USA",34.1446643,-118.644097,Published
"Valley Stream, USA",40.6631362,-73.7056955,NA
"Clarence Center, NY, USA",43.0080332,-78.6322021,Published
"Montague, MA, USA",42.5901227,-72.5497332,NA
"Fontana, CA, USA",34.0922947,-117.43433,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"Baltimore, MD, USA",39.2908816,-76.610759,NA
"White Plains, NY, USA",41.0339862,-73.7629097,NA
"Seville, OH, USA",41.010077,-81.8622222,NA
"Romulus, NY, USA",42.7520803,-76.833708,Published
"Mullen, NE, USA",42.0429412,-101.0425231,Published
"San Jose, CA, USA",37.3361663,-121.890591,NA
"San Jose, CA, USA",37.3361663,-121.890591,NA
"Pensacola, FL, USA",30.421309,-87.2169149,NA
"Pensacola, FL, USA",30.421309,-87.2169149,NA
"Elm Grove, WI, USA",43.0430679,-88.078978,NA
"Grand Rapids, MI, USA",42.9632425,-85.6678639,NA
"Kimball, NE, USA",41.1881305,-103.6997645,NA
"Upland, CA, USA",34.09751,-117.6483876,NA
"Florissant, MO, USA",38.7919683,-90.3227803,NA
"Houghton, MI, USA",46.8591287,-88.7774734,NA
"Houghton, MI, USA",46.8591287,-88.7774734,Published
"Hampton, VA, USA",37.0264414,-76.3442846,NA
